command_id	phase_id	operation_id	started_utc	ended_utc	cwd	command	exit_code	stdout_path	stderr_path	meta_path
1787894371219-clarify-prior-artifact-file-scope	CHECKPOINT-003	clarify-prior-artifact-file-scope	2026-08-28T05:19:31Z	2026-08-28T05:19:31Z	/private/tmp/graphic_design_archive_v49_exploration_higher_order_association_closure_round16b	/usr/bin/true	0	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894371219-clarify-prior-artifact-file-scope.stdout.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894371219-clarify-prior-artifact-file-scope.stderr.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894371219-clarify-prior-artifact-file-scope.meta.json
1787894378332-git-fsck-checkpoint003-final	CHECKPOINT-003	git-fsck-checkpoint003-final	2026-08-28T05:19:38Z	2026-08-28T05:21:16Z	/private/tmp/graphic_design_archive_v49_exploration_higher_order_association_closure_round16b	git fsck --full --strict --no-dangling	0	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894378332-git-fsck-checkpoint003-final.stdout.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894378332-git-fsck-checkpoint003-final.stderr.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894378332-git-fsck-checkpoint003-final.meta.json
1787894543509-record-superseded-monolithic-ledger-absent	CHECKPOINT-003	record-superseded-monolithic-ledger-absent	2026-08-28T05:22:23Z	2026-08-28T05:23:29Z	/private/tmp/graphic_design_archive_v49_exploration_higher_order_association_closure_round16b	/usr/bin/test '!' -e docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/prior-object-reconciliation-universe-v1.tsv	127	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894543509-record-superseded-monolithic-ledger-absent.stdout.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894543509-record-superseded-monolithic-ledger-absent.stderr.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894543509-record-superseded-monolithic-ledger-absent.meta.json
1787894745144-run-logged-launch-failure-self-test	CHECKPOINT-003	run-logged-launch-failure-self-test	2026-08-28T05:25:45Z	2026-08-28T05:25:45Z	/private/tmp/graphic_design_archive_v49_exploration_higher_order_association_closure_round16b	/definitely/nonexistent/round16b-command	127	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894745144-run-logged-launch-failure-self-test.stdout.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894745144-run-logged-launch-failure-self-test.stderr.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894745144-run-logged-launch-failure-self-test.meta.json
1787894753189-record-superseded-monolithic-ledger-absent-retry	CHECKPOINT-003	record-superseded-monolithic-ledger-absent-retry	2026-08-28T05:25:53Z	2026-08-28T05:25:53Z	/private/tmp/graphic_design_archive_v49_exploration_higher_order_association_closure_round16b	/bin/test '!' -e docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/prior-object-reconciliation-universe-v1.tsv	0	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894753189-record-superseded-monolithic-ledger-absent-retry.stdout.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894753189-record-superseded-monolithic-ledger-absent-retry.stderr.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894753189-record-superseded-monolithic-ledger-absent-retry.meta.json
1787894821560-repository-hygiene-checkpoint003-after-harness-hardening	CHECKPOINT-003	repository-hygiene-checkpoint003-after-harness-hardening	2026-08-28T05:27:01Z	2026-08-28T05:27:11Z	/private/tmp/graphic_design_archive_v49_exploration_higher_order_association_closure_round16b	python3 scripts/repository/audit_repository_hygiene.py --repo . --json docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/repository-hygiene-checkpoint003.json --markdown docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/repository-hygiene-checkpoint003.md	0	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894821560-repository-hygiene-checkpoint003-after-harness-hardening.stdout.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894821560-repository-hygiene-checkpoint003-after-harness-hardening.stderr.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894821560-repository-hygiene-checkpoint003-after-harness-hardening.meta.json
1787894842834-new-blob-policy-checkpoint003-after-harness-hardening	CHECKPOINT-003	new-blob-policy-checkpoint003-after-harness-hardening	2026-08-28T05:27:22Z	2026-08-28T05:27:26Z	/private/tmp/graphic_design_archive_v49_exploration_higher_order_association_closure_round16b	python3 scripts/trace_round16b/verify_new_blob_policy.py --repo . --policy docs/audits/v49-exploration-higher-order-association-closure-round16b/large-file-policy.json --output docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/new-blob-policy-verification.json	0	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894842834-new-blob-policy-checkpoint003-after-harness-hardening.stdout.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894842834-new-blob-policy-checkpoint003-after-harness-hardening.stderr.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894842834-new-blob-policy-checkpoint003-after-harness-hardening.meta.json
1787894852792-git-lfs-fsck-checkpoint003-after-harness-hardening	CHECKPOINT-003	git-lfs-fsck-checkpoint003-after-harness-hardening	2026-08-28T05:27:32Z	2026-08-28T05:27:34Z	/private/tmp/graphic_design_archive_v49_exploration_higher_order_association_closure_round16b	git lfs fsck --objects --pointers	0	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894852792-git-lfs-fsck-checkpoint003-after-harness-hardening.stdout.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894852792-git-lfs-fsck-checkpoint003-after-harness-hardening.stderr.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894852792-git-lfs-fsck-checkpoint003-after-harness-hardening.meta.json
1787894862165-git-fsck-checkpoint003-after-harness-hardening	CHECKPOINT-003	git-fsck-checkpoint003-after-harness-hardening	2026-08-28T05:27:42Z	2026-08-28T05:29:17Z	/private/tmp/graphic_design_archive_v49_exploration_higher_order_association_closure_round16b	git fsck --full --strict --no-dangling	0	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894862165-git-fsck-checkpoint003-after-harness-hardening.stdout.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894862165-git-fsck-checkpoint003-after-harness-hardening.stderr.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894862165-git-fsck-checkpoint003-after-harness-hardening.meta.json
1787895252426-clarify-event-74-repair-timing	CHECKPOINT-003	clarify-event-74-repair-timing	2026-08-28T05:34:12Z	2026-08-28T05:34:12Z	/private/tmp/graphic_design_archive_v49_exploration_higher_order_association_closure_round16b	/usr/bin/true	0	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787895252426-clarify-event-74-repair-timing.stdout.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787895252426-clarify-event-74-repair-timing.stderr.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787895252426-clarify-event-74-repair-timing.meta.json
1787895449595-import-checkpoint-003-publication-receipt	CHECKPOINT-004	import-checkpoint-003-publication-receipt	2026-08-28T05:37:29Z	2026-08-28T05:37:29Z	/private/tmp/graphic_design_archive_v49_exploration_higher_order_association_closure_round16b	python3 scripts/trace_round16b/import_publication_receipts.py --receipt /Users/jarlgiovanni/Desktop/trace_round16b_preservation/publication-ledger/1787895386177547000-checkpoint-003.json --output-dir docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/publication-receipts --manifest docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/checkpoint-publication-manifest.tsv	1	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787895449595-import-checkpoint-003-publication-receipt.stdout.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787895449595-import-checkpoint-003-publication-receipt.stderr.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787895449595-import-checkpoint-003-publication-receipt.meta.json
1787895496555-import-checkpoint-003-publication-receipt-retry	CHECKPOINT-004	import-checkpoint-003-publication-receipt-retry	2026-08-28T05:38:16Z	2026-08-28T05:38:16Z	/private/tmp/graphic_design_archive_v49_exploration_higher_order_association_closure_round16b	python3 scripts/trace_round16b/import_publication_receipts.py --receipt /Users/jarlgiovanni/Desktop/trace_round16b_preservation/publication-ledger/1787886827950748000-governance-preflight.json --receipt /Users/jarlgiovanni/Desktop/trace_round16b_preservation/publication-ledger/1787886967000709000-governance-preflight-correction.json --receipt /Users/jarlgiovanni/Desktop/trace_round16b_preservation/publication-ledger/1787887046000311000-governance-preflight-correction-2.json --receipt /Users/jarlgiovanni/Desktop/trace_round16b_preservation/publication-ledger/1787887589995269000-checkpoint-001.json --receipt /Users/jarlgiovanni/Desktop/trace_round16b_preservation/publication-ledger/1787887963842043000-checkpoint-001-record.json --receipt /Users/jarlgiovanni/Desktop/trace_round16b_preservation/publication-ledger/1787889513336433000-checkpoint-002.json --receipt /Users/jarlgiovanni/Desktop/trace_round16b_preservation/publication-ledger/1787895386177547000-checkpoint-003.json --output-dir docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/publication-receipts --manifest docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/checkpoint-publication-manifest.tsv	0	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787895496555-import-checkpoint-003-publication-receipt-retry.stdout.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787895496555-import-checkpoint-003-publication-receipt-retry.stderr.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787895496555-import-checkpoint-003-publication-receipt-retry.meta.json
1787901404418-build-deferred-surface-census-final	CHECKPOINT-004	build-deferred-surface-census-final	2026-08-28T07:16:44Z	2026-08-28T07:17:42Z	/private/tmp/graphic_design_archive_v49_exploration_higher_order_association_closure_round16b	python3 scripts/trace_round16b/build_deferred_surface_census.py	0	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787901404418-build-deferred-surface-census-final.stdout.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787901404418-build-deferred-surface-census-final.stderr.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787901404418-build-deferred-surface-census-final.meta.json
1787901556351-verify-deferred-surface-census-final	CHECKPOINT-004	verify-deferred-surface-census-final	2026-08-28T07:19:16Z	2026-08-28T07:19:22Z	/private/tmp/graphic_design_archive_v49_exploration_higher_order_association_closure_round16b	python3 scripts/trace_round16b/verify_deferred_surface_census.py --repo . --output docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/deferred-surface-independent-verification-v1.json	0	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787901556351-verify-deferred-surface-census-final.stdout.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787901556351-verify-deferred-surface-census-final.stderr.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787901556351-verify-deferred-surface-census-final.meta.json
1787901584834-verify-method-checkpoint-regression-checkpoint004	CHECKPOINT-004	verify-method-checkpoint-regression-checkpoint004	2026-08-28T07:19:44Z	2026-08-28T07:19:45Z	/private/tmp/graphic_design_archive_v49_exploration_higher_order_association_closure_round16b	python3 scripts/trace_round16b/verify_method_checkpoint.py --repo . --output docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/method-independent-verification.json	0	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787901584834-verify-method-checkpoint-regression-checkpoint004.stdout.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787901584834-verify-method-checkpoint-regression-checkpoint004.stderr.log	v49-exploration-higher-order-association-closure-round16b/raw/commands/1787901584834-verify-method-checkpoint-regression-checkpoint004.meta.json
